item_id,text,label
'575785472972091393',vanuatus cyclone plight could soon become the norm the struggle for climate justice for small island states httpAddress,__lable__4
'575785491267649536',rt usrId jim is a friend of httpAddress so the only people this crush really concerns is jim and pam and me .,__lable__1
'575785496091099136',pm shares sorrow and pain of those affected by cyclone in vanuatu httpAddress via usrId,__lable__6
'575785532577345536',rt usrId #cyclonepam the red cross has also launched an appeal to help those in httpAddress details at httpAddress http,__lable__2
'575785559592804352',rt usrId #cyclonepam was the strongest cyclone to hit #vanuatu in recorded httpAddress you can help httpAddress httpAddress,__lable__3
'575785572997861378',rt usrId the devastation caused by cyclone pam in vanuatu is extremely httpAddress i share the sorrow amp ; pain of all those who hav,__lable__4
'575785651607592961',rt usrId usrId we ve also opened an urgent appeal for the children of #vanuatu httpAddress please share ! #tcpam #c,__lable__1
'575785695249203200',cyclone college brings hope to india s vulnerable coastal community httpAddress,__lable__4
'575785714865999873',dozens feared dead after super cyclone pam slams into vanuatu in pictures terrifying tropical cyclone httpAddress httpAddress,__lable__5
'575785762626605056',rt usrId as rescuers start to reach vanuatu s outer islands they find people having to drink saltwater to stay alive httpAddress,__lable__4
'575785778539839488',australian cyclone makes landfall losses strength sydney reuters a powerful tropical cyclone was losing httpAddress httpAddress,__lable__4
'575785803609210881',cyclone pam leaves trail of destruction in pacific s vanuatu httpAddress #international,__lable__6
'575785811456712705',rt usrId #vanuatu gov has demonstrated commitment to ensuring #tcpam response is coordinated amp ; well planned says our rep #osnatlub,__lable__1
'575785816171085825',as httpAddress backs fossil fuel divestment bill mckibben on vanuatu oxford vote california water crisis httpAddress,__lable__5
'575785885939146753',pam courson wife of jim morrison 1960s 72s via httpAddress httpAddress httpAddress,__lable__5
'575785925327740928',rt usrId usrId it s so shameful to disgrace sam s good name for a fake story ! none of this is true and hurtful to me as his gf . p,__lable__5
'575785943145267200',death toll rises in vanuatu cyclone to DD dead httpAddress,__lable__6
'575785958211084288',pam grier is vintage httpAddress,__lable__3
'575786057012285440',rt usrId weaker #cyclonepam heading to httpAddress north of north island expecting 70mph winds 102mm rain amp ; big httpAddress db httpAddress,__lable__4
'575786139442802690',tropical cyclone pam one of the strongest tropical cyclones in recorded history has caused devastation in vanuatu now headed for for nz,__lable__4
'575786188897935361',president cyclone devastation forcing vanuatu to start anew wellington new zealand ap vanuatu s httpAddress httpAddress,__lable__6
'575786328756854784',huge pacific cyclone devastates vanuatu at least eight dead httpAddress #emm,__lable__1
'575786374193790977',rt usrId zo will be on usrId abc radio at about 7 22am live from httpAddress live stream here if you re not in canberra httpAddress,__lable__4
'575786386004951040',rt usrId pacific island nation of vanuatu already suffering from climate change devastated by cyclone pam httpAddress,__lable__3
'575786452157526016',cyclone pam scale of destruction emerges as vanuatu picks up the pieces in pictures relief efforts httpAddress httpAddress,__lable__2
'575786479747620864',pam wiped out vanuatu development cyclone pam has wiped out development in vanuatu its president says httpAddress httpAddress,__lable__5
'575786483186978816',#news at least D dead after cyclone pam rips through vanuatu video dozens feared dead httpAddress httpAddress via usrId,__lable__6
'575786495199551488',cyclone over in the something islands killed D httpAddress httpAddress #scary,__lable__4
'575786507073667072',10 13am DD march vanuatu is there under #tcpam httpAddress gud luck lo evriwan wea i stap lo #vanuatu naoia ! httpAddress,__lable__4
'575786542817406976',rt usrId mt usrId mapaction vanuatu #cyclonepam map digest for httpAddress httpAddress #tcpam #reliefvu #hmrd v,__lable__4
'575786559863025664',cyclone pam vanuatu needs food httpAddress,__lable__1
'575786583586115584',rt usrId when pam calls iris sistaz lol #isibaya,__lable__4
'575786597322522626',unbelievable destruction reported after cyclone slams vanuatu httpAddress,__lable__5
'575786704650502144',rt usrId conservative estimate 72 of port vila hospital httpAddress can t chill medicine they re short of httpAddress #cyclonepam http,__lable__5
'575786763798499328',rt usrId we are sending a usrId medical team to set up a mobile clinic with outpatient care for victims of #cyclonep,__lable__1
'575786787630616576',video australia and nz fly aid to vanuatu httpAddress,__lable__2
'575786816403451904',in a country ripe for natural disasters this vanuatu man has survived them all usrId reports httpAddress via usrId,__lable__4
'575786827040309250',rt usrId D people confirmed dead in pacific island nation of vanuatu from destruction by tropical cyclone pam unicef httpAddress httpAddress,__lable__5
'575786830039244801',rt usrId great httpAddress by usrId and lawrence httpAddress #tcpam #vanuatu httpAddress,__lable__2
'575786888176496640',rt usrId vanuatu at the apex of #climate change disaster risk reduction and recovery #drr usrId httpAddress,__lable__1
'575786936129875968',seriously jim makes me weak in the knees with the way he talks about pam d,__lable__1
'575786953007726592',rt usrId we are monitoring conditions amp ; needs on the ground after massive cyclone pam devastates islands of #vanuatu httpAddress,__lable__4
'575786961732005888',usrId pam 9 httpAddress by jayvelisse #phhoto,__lable__4
'575786962562371584',rt usrId photos from the island nation of vanuatu which was devastated by cyclone pam on march DD httpAddress httpAddress,__lable__4
'575786973798903809',rt usrId up to 60 02 children at risk after #cyclonepam hits #vanuatu amp ; region please donate to help unicef s rapid response htt,__lable__1
'575786985404645377',rt usrId usrId cyclone and done has a good ring to it .,__lable__1
'575787071983382530',first time we ve been back to iririki httpAddress yachts impaled into the jetty no httpAddress we can t return just httpAddress httpAddress,__lable__5
'575787074097274880',rt usrId cyclone pam response httpAddress,__lable__1
'575787099930017793',rt usrId aid workers scramble to help cyclone pam victims in vanuatu httpAddress httpAddress,__lable__4
'575787112513036288',rt usrId httpAddress vanuatu #vanuatu flights over vanuatu are expected to reveal cyclone devastation DD newfoundland c,__lable__2
'575787142372184064',rt usrId our usrId landed in #vanuatu at midday on first aid flight amp ; got first pics out #tcpam httpAddress,__lable__5
'575787300086382592',rt usrId because she moves her body like a cyclone,__lable__1
'575787312392503296',rt usrId i have to be strong for httpAddress children here need food clothes httpAddress #cyclonepam httpAddress https,__lable__4
'575787333598900225',video cyclone pam my hotel is shaking httpAddress,__lable__4
'575787334962036736',rt usrId some 56k #childrenin #vanuatuare affected by cyclone httpAddress on the ground but needs your httpAddress go httpAddress,__lable__4
'575787338753773568',fears dozens killed by powerful cyclone pam via httpAddress httpAddress,__lable__5
'575787347696050176',aid heads for vanuatu after devastating pacific cyclone the first shipments of aid headed for vanuatu on sunday as authorities httpAddress,__lable__2
'575787357753905152',cyclone pam australia sends more personnel to vanuatu what about helping out with #climatechange as well ? #auspol httpAddress,__lable__4
'575787385855803392',vanuatu blames global warming as cyclone causes nations worst climate disaster in recent memory democracy now ! httpAddress,__lable__3
'575787399659327489',devastated vanuatu starts to get aid the first planeloads of international aid arrive on the pacific httpAddress httpAddress,__lable__2
'575787462729035776',one report cyclone pam leaves most of #vanuatu population httpAddress abc httpAddress #auspol australia sends httpAddress,__lable__4
'575787488188440576',cyclone pam roared squealed hissed as it hit httpAddress,__lable__3
'575787567980871683',#nrltigersdragons #news two more planes headed to cyclone zone sky news australia httpAddress,__lable__4
'575787576952365056',rsmc jma tropical cyclone advisory for analysis and forecast 2015 03 16t09 00 02z httpAddress,__lable__1
'575787625061048320',rt usrId people of #vanuatu are going to need a lot of help to rebuild their homes and their lives #cyclonepam httpAddress,__lable__4
'575787637056794624',just in bishop announces 7 million aid package for cyclone hit vanuatu httpAddress #news,__lable__3
'575787723526533120',rt usrId lmaoo dxski httpAddress call your boyfriends noww ! know your httpAddress pam pam pam another DD years don come,__lable__5
'575787728165605377',race to aid vanuatu cyclone victims httpAddress,__lable__5
'575787728903630848',cyclone pam like a bomb the fury of tropical cyclone pam one of the most powerful storms to make httpAddress httpAddress,__lable__1
'575787828543537152',#indonesia #bahrain cyclone pam leaves death and destruction on its path in the pacific httpAddress #brazil #argentina,__lable__1
'575787891865030656',rt usrId cyclone pam vanuatu hit by death and widespread devastation rolling coverage httpAddress,__lable__2
'575787941659721728',rt usrId pray for the people of vanuatu as #cyclonepam at category 7 which is the strongest moves towards vanuatu with winds,__lable__5
'575787945338122240',rt usrId cat D #cyclonepam is one of the strongest ever storms recorded in s hemisphere image vanuatu meteorological services httpAddress,__lable__5
'575788041626763266',usrId DD fijian soldiers amp ; medical personnel arrived today in port vila to assist #vanuatu httpAddress #tcpam #hmrd,__lable__4
'575788042004234240',stories of despair and destruction from cyclone pam survivors cyclone pam has caused widespread devastation .. httpAddress,__lable__5
